id,place_name,district,place_type,city,latitude,longitude,distance_from_vijayawada_km,distance_from_visakhapatnam_km,distance_from_tirupati_km,estimated_travel_time_hours,best_season,crowd_level,average_visit_duration_hours,entry_fee_inr,rating
37525,Kambalakonda Wildlife Sanctuary View,Visakhapatnam,Famous City,Visakhapatnam,17.824869,83.304093,385.9,20.7,746.1,0.4,December-February,Very High,4.1,0,4.3
37526,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,159.0,457.0,262.0,2.9,November-February,Low,1.5,0,3.2
37527,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,209.6,605.2,333.5,4.8,Year Round,High,2.8,0,4.7
37528,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,282.2,582.8,117.8,2.5,July-October,Very High,2.2,0,3.4
37529,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,34.5,408.2,361.4,0.7,June-September,Low,4.5,0,3.6
37530,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,466.1,782.2,111.3,2.2,October-March,High,1.0,0,3.7
37531,Lepakshi Tourism Zone,Sri Sathya Sai,Heritage,Lepakshi,13.778914,77.589392,552.0,916.6,218.5,4.0,June-September,Very High,5.4,10,3.8
37532,Araku Valley View,Alluri Sitharama Raju,Waterfall,Araku,18.343208,82.852394,377.7,90.2,730.6,2.3,Year Round,High,2.8,50,4.5
37533,Kolleru Lake,Eluru,Lake,Eluru,16.642595,81.19434,67.9,299.1,475.5,1.4,June-September,High,4.8,10,3.3
37534,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,157.2,198.5,534.4,3.3,November-February,Low,3.6,0,5.0
37535,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,502.1,798.0,64.6,1.5,June-September,Very High,1.7,0,4.9
37536,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,244.2,604.2,318.7,4.6,December-February,Medium,6.0,0,3.6
37537,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,376.8,0.0,755.8,0.0,December-February,High,1.7,0,3.3
37538,Bhavani Island View,NTR,Tourist Place,Vijayawada,16.542837,80.589289,9.1,341.7,371.4,0.2,July-October,High,2.3,150,4.1
37539,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,367.8,688.7,0.0,0.0,November-February,Medium,1.0,0,3.8
37540,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,467.5,112.7,746.8,2.1,July-October,Medium,5.6,0,4.9
37541,Uppada Beach Point,Kakinada,Beach,Uppada,16.825696,82.282937,187.7,159.6,585.8,3.3,June-September,Medium,6.0,0,3.8
37542,Borra Caves Point,Alluri Sitharama Raju,Beach,Araku,18.280255,83.074186,404.3,80.6,693.5,1.8,June-September,Very High,1.7,0,3.2
37543,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,74.5,319.0,401.0,1.8,November-February,Medium,3.1,0,3.7
37544,Pulicat Lake Tourism Zone,Tirupati,Lake/Wildlife,Sullurpeta,13.566079,80.060713,357.0,667.6,76.4,2.0,June-September,Very High,3.9,0,4.7
37545,Rishikonda Beach Region,Visakhapatnam,Beach,Visakhapatnam,17.801297,83.396089,405.3,25.2,756.0,0.6,Year Round,Very High,4.6,0,4.3
37546,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,408.3,56.2,766.6,1.2,July-October,Medium,5.7,0,4.6
37547,Talakona Waterfalls View,Tirupati,Waterfall,Tirupati,13.801824,79.138552,373.7,654.4,41.5,0.7,June-September,Medium,4.9,50,4.0
37548,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,316.5,660.5,120.5,2.8,Year Round,Low,2.4,0,4.1
37549,Uppada Beach,Kakinada,Beach,Uppada,16.859455,82.24983,214.3,164.4,536.1,3.5,October-March,Very High,2.9,0,4.9
37550,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,35.4,345.3,414.9,0.7,July-October,Low,4.8,0,4.7
37551,Kambalakonda Wildlife Sanctuary Point,Visakhapatnam,Wildlife,Visakhapatnam,17.827909,83.265405,346.4,18.0,735.9,0.4,December-February,Medium,5.3,50,3.4
37552,Ethipothala Waterfalls,Palnadu,Waterfall,Nagarjuna Sagar,16.094504,79.346782,178.1,513.4,336.2,3.9,June-September,Medium,3.2,50,4.7
37553,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,476.9,721.8,66.3,1.7,June-September,High,5.5,0,4.4
37554,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,322.1,689.6,278.6,6.3,December-February,High,5.2,0,3.5
37555,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,363.2,0.0,640.7,0.0,December-February,Low,1.5,0,4.4
37556,Kolleru Lake,Eluru,Lake,Eluru,16.67798,81.213649,78.7,265.9,470.5,1.5,November-February,Very High,2.5,0,4.4
37557,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,379.4,62.7,793.9,1.2,Year Round,Low,1.3,0,3.6
37558,Veerabhadra Temple Point,Sri Sathya Sai,Temple,Lepakshi,13.781765,77.6331,472.4,870.2,233.9,4.6,October-March,Low,4.8,150,3.9
37559,Lambasingi Point,Alluri Sitharama Raju,Hill Station,Lambasingi,17.861489,82.55085,292.5,90.8,646.7,1.9,Year Round,High,5.5,0,3.7
37560,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,160.5,183.7,491.9,2.8,Year Round,Very High,1.6,0,3.3
37561,Undavalli Caves Point,NTR,Caves,Vijayawada,16.471354,80.544003,14.2,373.6,364.1,0.3,July-October,Medium,5.6,150,3.6
37562,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,37.5,407.2,342.1,0.7,July-October,Low,1.5,0,3.2
37563,Arasavalli Sun Temple,Srikakulam,Lake,Arasavalli,18.305934,83.912656,463.8,112.4,842.0,2.1,Year Round,Low,2.1,100,4.4
37564,Undavalli Caves Region,NTR,Fort,Vijayawada,16.495264,80.588988,6.9,375.4,369.3,0.1,October-March,High,4.8,20,4.2
37565,Lepakshi Region,Sri Sathya Sai,Heritage,Lepakshi,13.828044,77.637877,510.3,797.9,239.0,4.4,July-October,Low,4.7,50,4.7
37566,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,195.2,146.6,582.5,2.9,June-September,Medium,5.1,0,3.8
37567,Mypadu Beach View,SPSR Nellore,Beach,Nellore,14.595492,80.069433,247.1,576.7,136.0,3.4,November-February,High,4.6,0,4.1
37568,Manginapudi Beach Point,Krishna,Beach,Machilipatnam,16.159667,81.149565,76.0,297.4,404.1,1.4,October-March,Medium,4.4,0,5.0
37569,Bhavani Island Tourism Zone,NTR,Beach,Vijayawada,16.547602,80.604779,7.8,372.6,424.9,0.2,December-February,Medium,3.3,0,3.7
37570,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,350.8,658.7,121.4,2.3,July-October,Medium,1.4,0,4.6
37571,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,70.3,296.5,405.7,1.3,December-February,High,5.6,0,4.7
37572,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,425.7,60.4,767.8,1.5,October-March,Low,4.0,0,3.4
37573,Prakasam Barrage Area,NTR,Landmark,Vijayawada,16.518784,80.594356,6.5,337.6,395.2,0.1,June-September,High,4.7,0,4.9
37574,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,191.9,151.4,534.3,2.6,Year Round,Very High,3.4,0,4.1
37575,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,65.9,283.7,426.2,1.6,July-October,High,2.2,0,4.8
37576,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,475.8,705.2,65.0,1.6,December-February,High,4.2,0,4.0
37577,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,64.6,264.7,415.4,1.1,December-February,Low,2.2,0,4.6
37578,Pulicat Lake Region,Tirupati,Lake/Wildlife,Sullurpeta,13.531331,80.060281,381.5,668.8,82.0,2.1,Year Round,High,4.3,100,5.0
37579,Araku Valley Point,Alluri Sitharama Raju,Hill Station,Araku,18.328555,82.908841,391.6,93.3,792.3,1.8,December-February,Medium,2.4,150,4.5
37580,Bhavani Island Area,NTR,Tourist Place,Vijayawada,16.486198,80.622051,4.2,357.6,371.1,0.1,July-October,High,3.7,30,3.2
37581,Mypadu Beach Point,SPSR Nellore,Beach,Nellore,14.609657,80.051759,271.7,587.1,152.3,3.1,November-February,High,3.5,0,4.6
37582,Panakala Narasimha Swamy Temple Point,Guntur,Fort,Mangalagiri,16.455088,80.585779,10.1,378.7,383.2,0.2,December-February,High,2.7,50,4.2
37583,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,36.0,400.4,361.7,0.7,October-March,Very High,1.7,0,3.6
37584,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,219.9,153.8,552.3,2.9,June-September,High,4.4,0,4.7
37585,Kolleru Lake,Eluru,Temple,Eluru,16.681967,81.22865,74.0,251.6,477.9,1.9,June-September,Medium,4.5,200,4.1
37586,Yarada Beach Area,Visakhapatnam,Beach,Visakhapatnam,17.679454,83.284974,366.4,8.7,724.4,0.2,June-September,Medium,5.5,0,4.8
37587,Kolleru Lake Area,Eluru,Lake,Eluru,16.677771,81.205402,72.6,269.2,462.2,1.4,June-September,Very High,3.0,100,3.9
37588,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,218.2,154.8,537.7,3.9,November-February,Very High,2.1,0,4.2
37589,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,36.2,369.7,354.6,0.7,October-March,Very High,4.6,0,4.8
37590,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,387.0,738.9,0.0,0.0,November-February,Medium,1.7,0,4.7
37591,Arasavalli Sun Temple Point,Srikakulam,Temple,Arasavalli,18.270879,83.897038,495.2,120.8,786.7,2.3,Year Round,Low,3.6,20,4.9
37592,Simhachalam Temple Area,Visakhapatnam,Temple,Visakhapatnam,17.790245,83.236468,368.6,13.8,689.0,0.3,July-October,High,3.0,10,4.6
37593,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,188.9,139.9,515.2,3.3,June-September,Low,5.8,0,3.6
37594,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,34.4,364.7,357.1,0.7,October-March,Very High,2.7,0,4.3
37595,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,415.6,760.1,276.6,6.1,November-February,Medium,2.3,0,3.6
37596,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,253.2,622.7,122.9,2.3,July-October,High,2.1,0,4.4
37597,Yarada Beach,Visakhapatnam,Famous City,Visakhapatnam,17.665004,83.299416,374.3,10.7,744.5,0.2,June-September,High,5.5,0,3.2
37598,Kondapalli Fort Region,NTR,Fort,Kondapalli,16.587602,80.544041,16.6,335.3,425.4,0.4,July-October,Low,2.6,30,4.5
37599,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,463.7,762.5,63.1,1.2,Year Round,Very High,2.0,0,3.8
37600,Bhavani Island Area,NTR,Tourist Place,Vijayawada,16.525684,80.567435,10.0,354.0,417.8,0.2,October-March,Low,4.0,30,4.3
37601,Srikurmam Temple View,Srikakulam,Temple,Srikurmam,18.31112,83.920695,452.5,112.9,882.1,2.0,June-September,Medium,1.9,0,3.4
37602,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,309.3,633.2,306.0,6.1,October-March,High,4.0,0,4.6
37603,Mypadu Beach Point,SPSR Nellore,Beach,Nellore,14.585651,80.117928,253.0,588.7,145.6,2.9,Year Round,High,3.2,0,4.0
37604,Dwaraka Tirumala Temple View,Eluru,Temple,Dwaraka Tirumala,16.948402,81.274631,90.6,264.1,484.4,1.6,October-March,High,1.8,10,4.5
37605,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,239.1,563.8,306.3,4.5,December-February,Low,4.6,0,4.1
37606,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,39.1,361.0,352.6,0.8,July-October,Low,4.2,0,4.3
37607,Araku Valley Point,Alluri Sitharama Raju,Hill Station,Araku,18.341568,82.875632,375.9,99.0,736.8,2.0,July-October,Low,1.2,100,3.4
37608,Draksharamam Temple Point,Kakinada,Caves,Draksharamam,16.786194,82.212409,202.6,182.3,560.1,3.4,November-February,Low,4.1,50,3.4
37609,Gandikota Fort Point,YSR Kadapa,Fort,Gandikota,14.816751,78.281882,378.1,705.5,207.3,4.0,June-September,Medium,5.5,30,4.8
37610,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,73.5,335.0,416.9,1.5,June-September,High,5.5,0,3.4
37611,Coringa Wildlife Sanctuary Region,Kakinada,Wildlife,Kakinada,16.868568,82.248719,210.9,155.6,542.3,2.8,November-February,High,4.9,150,3.3
37612,Kolleru Lake,Eluru,Lake,Eluru,16.67767,81.202854,71.3,264.6,467.4,1.6,June-September,Very High,4.5,50,3.7
37613,Rishikonda Beach,Visakhapatnam,Beach,Visakhapatnam,17.792205,83.396572,362.2,26.1,750.1,0.5,December-February,Very High,1.2,0,3.5
37614,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,35.8,387.7,368.7,0.8,Year Round,Very High,5.1,0,4.9
37615,Arasavalli Sun Temple Region,Srikakulam,Landmark,Arasavalli,18.273642,83.912187,418.6,108.6,875.4,2.4,Year Round,Low,3.1,0,4.0
37616,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,416.3,649.1,0.0,0.0,October-March,High,2.4,0,4.7
37617,Amaravati Region,Palnadu,Heritage,Amaravati,16.60259,80.339972,36.5,367.5,430.3,0.7,July-October,High,5.7,30,4.2
37618,Kondapalli Fort Area,NTR,Fort,Kondapalli,16.650386,80.514471,25.9,359.8,411.7,0.5,October-March,Medium,1.6,30,4.4
37619,Kanipakam Temple Tourism Zone,Chittoor,Caves,Kanipakam,13.290709,79.139031,453.4,694.2,51.2,0.9,December-February,Low,2.6,20,3.2
37620,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,418.4,53.0,715.0,1.2,Year Round,Medium,2.4,0,4.0
37621,Kailasagiri Region,Visakhapatnam,Landmark,Visakhapatnam,17.77488,83.323151,369.4,15.7,766.9,0.3,November-February,High,1.1,0,3.2
37622,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,155.4,486.9,254.7,3.9,June-September,Medium,5.7,0,4.5
37623,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,365.2,424.5,0.0,December-February,Low,5.2,0,5.0
37624,Draksharamam Temple,Kakinada,Temple,Draksharamam,16.795918,82.214524,207.9,177.0,505.8,3.7,Year Round,Low,5.4,30,4.8
37625,Veerabhadra Temple Region,Sri Sathya Sai,Temple,Lepakshi,13.790598,77.59394,496.0,891.2,214.7,4.5,Year Round,High,5.9,20,3.3
37626,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,74.0,319.2,390.5,1.5,November-February,Very High,4.9,0,4.7
37627,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,292.0,550.6,115.4,2.2,Year Round,Very High,3.0,0,3.2
37628,Borra Caves,Alluri Sitharama Raju,Caves,Araku,18.308994,83.016084,350.4,76.7,744.6,1.6,October-March,Medium,4.8,50,3.8
37629,Kailasagiri Region,Visakhapatnam,Viewpoint,Visakhapatnam,17.772039,83.324272,376.2,18.0,702.6,0.3,October-March,Very High,3.5,0,3.6
37630,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,36.2,387.1,364.7,0.9,July-October,Low,1.8,0,4.4
37631,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,427.6,822.6,274.9,4.9,December-February,High,3.8,0,4.5
37632,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,429.1,107.1,831.4,2.4,Year Round,Medium,4.6,0,4.8
37633,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,359.6,427.0,0.0,June-September,High,4.1,0,4.4
37634,Horsley Hills Point,Annamayya,Caves,Madanapalle,13.673433,78.382785,442.1,782.9,135.8,3.1,June-September,Medium,1.9,0,4.5
37635,Veerabhadra Temple Point,Sri Sathya Sai,Caves,Lepakshi,13.773861,77.605925,500.1,846.0,230.9,4.8,Year Round,Medium,5.6,150,3.7
37636,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,432.5,111.5,831.3,2.0,October-March,Medium,5.3,0,3.2
37637,Kailasagiri,Visakhapatnam,Viewpoint,Visakhapatnam,17.777616,83.324602,395.9,18.1,770.1,0.3,July-October,Medium,4.9,0,3.3
37638,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,483.9,752.4,61.9,1.3,December-February,Medium,2.4,0,4.5
37639,Uppada Beach,Kakinada,Beach,Uppada,16.863187,82.248078,205.8,158.8,565.9,2.8,October-March,Low,3.7,0,4.1
37640,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,167.1,199.1,564.8,3.4,October-March,Very High,4.1,0,3.3
37641,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,199.0,154.1,546.1,2.9,Year Round,Medium,4.1,0,4.3
37642,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,192.1,150.5,523.7,3.0,June-September,Low,4.2,0,4.8
37643,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,351.5,646.7,313.1,5.5,October-March,Medium,3.5,0,4.6
37644,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,37.0,358.5,368.5,0.8,Year Round,High,3.7,0,4.8
37645,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,280.2,620.9,262.6,5.3,October-March,High,4.8,0,3.9
37646,Kanipakam Temple Area,Chittoor,Tourist Place,Kanipakam,13.266736,79.14407,414.9,769.2,56.1,1.1,July-October,Medium,5.4,30,4.8
37647,Srisailam Mallikarjuna Temple Area,Nandyal,Temple,Srisailam,16.087443,78.859318,243.0,551.0,344.3,5.1,November-February,Medium,2.6,200,3.3
37648,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,156.2,446.2,264.0,2.9,October-March,High,4.6,0,3.5
37649,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,499.8,773.0,69.0,1.5,November-February,High,1.2,0,3.6
37650,Ethipothala Waterfalls Area,Palnadu,Waterfall,Nagarjuna Sagar,16.132896,79.365747,157.1,511.6,317.7,2.9,October-March,Low,5.9,100,5.0
37651,Amaravati Region,Palnadu,Heritage,Amaravati,16.55165,80.333189,38.7,385.8,421.4,0.7,December-February,Medium,1.8,200,3.5
37652,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,351.2,0.0,638.8,0.0,June-September,Low,5.2,0,3.6
37653,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,480.0,852.3,120.6,3.0,July-October,Very High,4.4,0,3.9
37654,Gandikota Fort Region,YSR Kadapa,Caves,Gandikota,14.809819,78.307543,389.2,663.7,199.2,3.7,December-February,Medium,4.2,100,4.8
37655,Amaravati,Palnadu,Heritage,Amaravati,16.539867,80.380375,35.0,359.4,402.6,0.7,October-March,Medium,1.1,100,4.1
37656,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,277.8,566.0,127.8,2.6,December-February,Medium,2.9,0,4.3
37657,Horsley Hills Area,Annamayya,Hill Station,Madanapalle,13.657921,78.397521,422.6,822.2,119.4,2.1,October-March,Medium,3.7,200,4.4
37658,Panakala Narasimha Swamy Temple Area,Guntur,Nature,Mangalagiri,16.45573,80.580075,11.2,387.9,365.8,0.3,June-September,Low,4.9,0,4.7
37659,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,459.1,113.9,825.1,2.0,Year Round,High,6.0,0,4.0
37660,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,360.8,55.0,754.5,1.4,June-September,Low,3.8,0,4.5
37661,Talakona Waterfalls Tourism Zone,Tirupati,Waterfall,Tirupati,13.799026,79.084331,392.9,707.4,45.4,1.0,November-February,Low,2.6,20,4.1
37662,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,425.3,60.9,713.6,1.5,Year Round,Medium,4.0,0,3.4
37663,Manginapudi Beach Region,Krishna,Beach,Machilipatnam,16.134816,81.13825,81.4,304.6,392.2,1.8,November-February,Low,4.2,0,4.6
37664,Prakasam Barrage Region,NTR,Landmark,Vijayawada,16.512648,80.611514,4.4,334.4,414.9,0.1,December-February,High,3.8,0,4.3
37665,Tirumala Venkateswara Temple Region,Tirupati,Temple,Tirupati,13.69897,79.327318,399.3,684.3,14.5,0.3,October-March,High,3.2,20,3.8
37666,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,355.7,686.3,302.4,6.7,June-September,Medium,2.1,0,3.4
37667,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,436.2,848.6,279.2,5.0,October-March,Medium,4.2,0,4.1
37668,Tirumala Venkateswara Temple,Tirupati,Temple,Tirupati,13.699983,79.325013,409.4,687.3,15.4,0.3,December-February,Low,4.7,10,4.4
37669,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,275.4,695.8,260.4,4.7,Year Round,High,2.1,0,4.2
37670,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,78.7,291.2,382.9,1.7,December-February,Very High,5.2,0,4.9
37671,Coringa Wildlife Sanctuary View,Kakinada,Lake,Kakinada,16.829426,82.222462,208.1,154.9,577.4,3.1,Year Round,High,1.5,20,3.4
37672,Bhavani Island Area,NTR,Tourist Place,Vijayawada,16.532536,80.617732,5.3,331.8,369.7,0.1,October-March,Low,3.7,100,4.1
37673,Papikondalu Area,Alluri Sitharama Raju,Lake,Rajamahendravaram,17.465464,81.761004,170.5,188.7,539.8,3.9,October-March,Low,1.6,150,4.1
37674,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,368.8,60.7,735.2,1.3,Year Round,High,5.6,0,3.6
37675,Coringa Wildlife Sanctuary View,Kakinada,Wildlife,Kakinada,16.834266,82.216825,211.2,151.6,513.9,3.7,December-February,High,1.3,0,4.5
37676,Lambasingi Area,Alluri Sitharama Raju,Hill Station,Lambasingi,17.846485,82.575602,313.5,78.8,711.7,2.0,December-February,Low,3.7,150,4.4
37677,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,137.0,460.5,246.4,2.6,October-March,Very High,1.3,0,3.6
37678,Bhavani Island Tourism Zone,NTR,Tourist Place,Vijayawada,16.548748,80.618529,6.3,378.6,386.7,0.2,July-October,High,5.1,20,3.5
37679,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,157.4,459.6,232.0,2.9,October-March,Low,2.3,0,4.3
37680,Lambasingi Point,Alluri Sitharama Raju,Hill Station,Lambasingi,17.881352,82.542789,307.1,85.0,651.8,1.9,December-February,Medium,1.3,200,4.3
37681,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,239.6,548.5,331.0,4.2,October-March,High,1.8,0,4.5
37682,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,65.5,288.7,422.8,1.2,July-October,High,3.6,0,3.6
37683,Ethipothala Waterfalls View,Palnadu,Wildlife,Nagarjuna Sagar,16.121817,79.299968,160.3,508.1,334.0,3.0,October-March,Low,4.6,200,4.2
37684,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,422.1,719.6,0.0,0.0,December-February,High,1.3,0,3.7
37685,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,414.5,695.5,0.0,0.0,Year Round,Low,2.4,0,4.8
37686,Lambasingi Tourism Zone,Alluri Sitharama Raju,Hill Station,Lambasingi,17.870765,82.515924,272.9,90.3,663.0,1.9,November-February,Low,1.1,100,4.7
37687,Uppada Beach Region,Kakinada,Beach,Uppada,16.83829,82.236589,207.8,150.3,576.2,3.4,October-March,Medium,2.6,0,5.0
37688,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,368.0,62.6,803.3,1.4,October-March,Very High,2.2,0,4.2
37689,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,322.9,0.0,689.0,0.0,December-February,High,4.4,0,3.9
37690,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,378.4,384.1,0.0,October-March,Very High,4.1,0,4.2
37691,Mypadu Beach Point,SPSR Nellore,Beach,Nellore,14.57013,80.057549,240.1,562.1,152.6,3.7,December-February,High,5.8,0,3.2
37692,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,294.9,618.0,273.4,4.8,October-March,Low,3.7,0,4.8
37693,Srisailam Mallikarjuna Temple Region,Nandyal,Temple,Srisailam,16.089662,78.871452,237.8,587.9,347.8,4.7,Year Round,Low,5.5,10,4.3
37694,Dwaraka Tirumala Temple,Eluru,Temple,Dwaraka Tirumala,16.986477,81.243427,88.6,277.0,446.1,2.0,Year Round,High,4.5,10,4.1
37695,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,366.3,390.5,0.0,Year Round,Very High,4.0,0,3.8
37696,Horsley Hills Region,Annamayya,Hill Station,Madanapalle,13.659631,78.376916,425.9,844.8,133.1,3.3,Year Round,Medium,1.3,20,4.2
37697,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,192.3,144.1,511.0,3.4,October-March,Very High,5.9,0,3.5
37698,Tirumala Venkateswara Temple Area,Tirupati,Temple,Tirupati,13.713462,79.34509,424.2,674.0,14.1,0.3,July-October,Low,4.2,50,4.9
37699,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,420.4,764.8,249.8,4.4,October-March,High,2.7,0,3.5
37700,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,487.3,716.6,62.9,1.4,November-February,Medium,4.4,0,3.6
37701,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,260.8,562.5,116.5,2.9,November-February,High,4.3,0,3.7
37702,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,244.4,591.7,323.6,5.8,Year Round,Medium,1.9,0,3.9
37703,Srisailam Mallikarjuna Temple Tourism Zone,Nandyal,Caves,Srisailam,16.046605,78.87922,228.4,540.8,303.1,4.5,Year Round,Low,4.5,20,4.1
37704,Kailasagiri Point,Visakhapatnam,Viewpoint,Visakhapatnam,17.776075,83.372175,399.9,21.5,715.9,0.5,November-February,Medium,5.8,0,4.4
37705,Belum Caves View,Nandyal,Caves,Belum,15.097592,78.141181,370.3,666.7,225.8,3.9,December-February,Medium,5.4,10,3.9
37706,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,465.2,829.3,105.7,2.2,October-March,Medium,2.7,0,4.9
37707,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,200.9,145.6,592.3,3.4,November-February,Medium,3.6,0,3.9
37708,Yarada Beach View,Visakhapatnam,Beach,Visakhapatnam,17.65701,83.267404,351.6,7.1,731.4,0.2,Year Round,Medium,1.6,0,3.9
37709,Belum Caves Tourism Zone,Nandyal,Caves,Belum,15.112905,78.101881,384.1,659.1,234.6,6.0,Year Round,Low,2.5,200,4.0
37710,Kanipakam Temple Tourism Zone,Chittoor,Caves,Kanipakam,13.270459,79.155229,417.4,697.8,56.9,1.3,December-February,High,2.4,20,3.8
37711,Prakasam Barrage Point,NTR,Landmark,Vijayawada,16.525989,80.622908,4.2,361.2,425.5,0.1,November-February,Medium,4.6,0,4.2
